,rst_name,menu_name,price,platform
6,건대커피랩,Caffe Latte 3종류 (벤티),"4,500원",1
7,건대커피랩,플랫화이트,"4,700원",1
8,건대커피랩,아인슈페너,"5,000원",1
9,건대커피랩,"라떼 코코넛,토피넛 등",4800~5000,1
10,건대커피랩,스트로베리 라떼,"5,300원",1
11,건대커피랩,바스크치즈케익~,"5,600원",1
12,건대커피랩,"원두-무산소발효,게이샤,상위1%",9000~12000,1
13,건대커피랩,"원두A군-콜롬,브라질,코스타,과테 등","7,000원",1
14,건대커피랩,원두B군-에티오 케냐,"8,000원",1
15,건대커피랩,원두회원 10~38%할인,,1
0,랑데자뷰 건대점,레몬 하이에이드,"6,500원",1
1,랑데자뷰 건대점,패션후르츠 하이에이드,"6,500원",1
2,랑데자뷰 건대점,퀸즈베리 하이에이드,"6,900원",1
3,랑데자뷰 건대점,코코 스트로베리 카페라떼,"7,500원",1
4,랑데자뷰 건대점,레드코코 스트로베리라떼,"6,500원",1
5,랑데자뷰 건대점,스트로베리 밀크티,"6,900원",1
6,랑데자뷰 건대점,랑데자뷰,"7,000원",1
7,랑데자뷰 건대점,밀크티,"7,000원",1
0,애드앤드,아메리카노,"3,500원",1
1,애드앤드,플랫 화이트,"4,000원",1
2,애드앤드,골든 아쌈 밀크티,"5,000원",1
3,애드앤드,차이 밀크티,"5,300원",1
4,애드앤드,뱅쇼,"5,000원",1
5,애드앤드,도라지 꿀배차,"5,000원",1
6,애드앤드,딸기라떼,"5,500원",1
7,애드앤드,쌍화라떼,"5,500원",1
8,애드앤드,망고패션 후르츠,"4,500원",1
9,애드앤드,폴링 인 로즈,"4,500원",1
10,애드앤드,진저 심포니,"4,500원",1
11,애드앤드,민트초코,"5,000원",1
12,애드앤드,헤이즐넛 아메리카노,"5,500원",1
13,애드앤드,산딸기스콘,"5,500원",1
14,애드앤드,단호박 케이크,"5,500원",1
15,애드앤드,바닐라라떼,"4,500원",1
16,애드앤드,돌체라떼,"4,500원",1
17,애드앤드,비엔나,"5,000원",1
18,애드앤드,감귤 에이드,"5,000원",1
19,애드앤드,청포도 에이드,"5,000원",1
20,애드앤드,쑥 라떼,"4,500원",1
21,애드앤드,리얼 더블초코,"5,000원",1
0,브렛서울,바스크치즈케이크,"6,500원",1
1,브렛서울,핸드드립,"5,500원",1
2,브렛서울,아메리카노,"3,800원",1
3,브렛서울,휘낭시에,"2,000원",1
4,브렛서울,피칸 초코칩 쿠키,"3,000원",1
5,브렛서울,로투스 스모어 쿠키,"3,000원",1
6,브렛서울,초코 휘낭시에,"2,300원",1
7,브렛서울,디카페인(only hand drip),"5,500원",1
0,요거프레소,딸기 생크림 오믈렛(18EA),"12,500원",1
1,요거프레소,바나나 생크림 오믈렛(18EA),"10,500원",1
2,요거프레소,블루베리 생크림 오믈렛(18EA),"10,500원",1
3,요거프레소,딸기&치즈 스노우 빙수,"11,000원",1
4,요거프레소,더블 그린티 스노우 빙수,"10,800원",1
5,요거프레소,트리플 치즈 스노우 빙수,"12,000원",1
6,요거프레소,트리플 초코 스노우 빙수,"10,800원",1
7,요거프레소,콩고물 스노우 빙수,"9,500원",1
8,요거프레소,망고&치즈 스노우 빙수,"11,000원",1
9,요거프레소,딸기&바나나 스노우 빙수,"11,500원",1
10,요거프레소,아메리카노,"2,500원",1
11,요거프레소,카페라떼,"3,000원",1
12,요거프레소,카푸치노,"3,300원",1
13,요거프레소,바닐라 라떼,"3,500원",1
14,요거프레소,민트 모카라떼,"3,800원",1
15,요거프레소,카페모카,"3,800원",1
16,요거프레소,카라멜 카페모카,"3,800원",1
17,요거프레소,화이트 카페모카,"3,800원",1
18,요거프레소,에스프레소,"2,200원",1
19,요거프레소,초코라떼,"3,000원",1
20,요거프레소,그린티 라떼,"3,300원",1
21,요거프레소,밀크티 라떼,"3,300원",1
22,요거프레소,고구마 라떼,"3,500원",1
23,요거프레소,블랙빈 라떼,"3,500원",1
24,요거프레소,홍차(잉글리쉬 브랙퍼스트/얼그레이 플라워),"3,000원",1
25,요거프레소,허브티(캐모마일/페퍼민트/베리메리마테),"3,000원",1
26,요거프레소,루이보스(루이보스 레몬프레쉬),"3,000원",1
27,요거프레소,그린티,"3,000원",1
28,요거프레소,과일티(유자/레몬/레드베리),"3,500원",1
29,요거프레소,쿠앤크 요프치노,"4,300원",1
30,요거프레소,모카 요프치노,"4,300원",1
31,요거프레소,민트초코칩 요프치노,"4,300원",1
32,요거프레소,요거트 요프치노,"4,300원",1
33,요거프레소,순수 딸기 우유,"4,000원",1
34,요거프레소,바나나 베리요,"4,500원",1
35,요거프레소,에이드(레몬/유자/자몽/오렌지),"3,300원",1
36,요거프레소,후르츠 아이스티(피치블랙/베리루이보스/베리마테),"3,800원",1
37,요거프레소,생과일 주스(계절과일),"3,800원",1
38,요거프레소,플레인 요거트 아이스크림,"3,500원",1
39,요거프레소,프루티(스트로베리/망고/블루베리) 요거트 아이스크림,"4,300원",1
40,요거프레소,치즈큐브(스트로베리/블루베리) 요거트 아이스크림,"4,500원",1
41,요거프레소,메리(딸기/망고/블루베리),"6,000원",1
42,요거프레소,메리(치즈/초코),"6,800원",1
43,요거프레소,요거트 스무디(딸기/망고/골든키위/블루베리),"5,000원",1
44,요거프레소,요거트 쉐이크(딸기/망고/블루베리),"5,500원",1
45,요거프레소,요거트 젤리요(딸기/망고/블루베리),"6,000원",1
46,요거프레소,딸기&망고 요거트 빙수,"10,000원",1
47,요거프레소,베리&베리 요거트 빙수/피치&망고 요거트 빙수,"8,500원",1
48,요거프레소,치즈큐브 요거트 빙수,"9,000원",1
49,요거프레소,옛날 팥빙수,"8,500원",1
0,카페롱,아메리카노,"3,800원",1
1,카페롱,마카롱,"3,000원",1
2,카페롱,프레첼머랭,"4,500원",1
3,카페롱,머랭쿠키,"4,000원",1
4,카페롱,플레인프로플,"3,800원",1
5,카페롱,로투스크로플,"4,500원",1
6,카페롱,초코오레오크로플,"4,500원",1
7,카페롱,애플시나몬크로플,"4,500원",1
8,카페롱,생크림 크로플,"4,300원",1
0,카푸베어,팬케이크,"15,000원",1
1,카푸베어,파르페,"12,900원",1
2,카푸베어,푸딩,"5,900원",1
3,카푸베어,카푸베어 크림라떼,"6,000원",1
4,카푸베어,카푸베어 크림커피,"6,800원",1
5,카푸베어,아메리카노_스페셜티,"4,300원",1
6,카푸베어,블루 아일랜드,"5,900원",1
7,카푸베어,버찌소다,"5,900원",1
8,카푸베어,피치 크러쉬,"5,900원",1
9,카푸베어,레모네이드,"5,900원",1
10,카푸베어,체리콕,"5,900원",1
